StoreNumber,Department,SubClass,Price_Status,Stcl on stock_prevweek2,Last pieces_prevweek2,Stcl on salesfloor_prevweek2,Stcl on backroom_prevweek2,Stcl on stock_prevweek1,Last pieces_prevweek1,Stcl on salesfloor_prevweek1,Stcl on backroom_prevweek1
3112309,ladies' HOUSE,outer_jackets,Regular,19,7,16,1,29,5,25,2
3112309,ladies' HOUSE,polar_fleecy,Regular,0,0,0,0,2,0,2,0
3112309,ladies' HOUSE,shirts_l_s,Regular,8,0,8,0,8,0,4,4
3112309,ladies' HOUSE,shirts_s_s,Regular,7,0,7,0,7,0,7,0
3112309,ladies' HOUSE,skirts,Regular,10,3,10,0,10,2,10,0
3112309,ladies' HOUSE,sweaters,Regular,26,4,24,2,34,5,24,10
3112309,ladies' HOUSE,t-shirts_l_s,Regular,24,0,24,0,34,0,30,3
3112309,ladies' HOUSE,t-shirts_s_s,Regular,84,7,82,0,92,13,87,3
3112309,ladies' HOUSE,t-shirts_sleeveless,Regular,5,0,5,0,3,0,3,0
3112309,ladies' HOUSE,trousers,Regular,38,6,35,3,38,6,35,3
3112309,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112309,men's HOUSE,jackets,Regular,4,1,1,3,5,1,2,3
3112309,men's HOUSE,jeans_jacket,Regular,1,0,1,0,1,0,1,0
3112309,men's HOUSE,jeans_shorts,Regular,6,5,5,0,5,6,5,0
3112309,men's HOUSE,jeans_trousers,Regular,43,13,40,3,47,19,44,3
3112309,men's HOUSE,jogging_tops,Regular,56,4,56,0,59,6,59,0
3112309,men's HOUSE,outer_jackets,Regular,25,2,21,4,25,4,21,4
3112309,men's HOUSE,polos,Regular,3,1,2,1,3,1,2,1
3112309,men's HOUSE,shirts_l_s,Regular,15,3,15,0,17,3,17,0
3112309,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112309,men's HOUSE,shorts,Regular,5,0,5,0,4,1,3,1
3112309,men's HOUSE,shorts_knitted,Regular,3,0,3,0,3,0,3,0
3112309,men's HOUSE,sweaters,Regular,7,0,7,0,8,0,7,1
3112309,men's HOUSE,t-shirts_l_s,Regular,10,0,10,0,12,0,12,0
3112309,men's HOUSE,t-shirts_s_s,Regular,77,5,77,0,89,8,85,4
3112309,men's HOUSE,t-shirts_s_s_lic,Regular,17,2,17,0,25,4,23,2
3112309,men's HOUSE,trousers,Regular,16,10,13,3,19,10,16,3
3112309,men's HOUSE,trousers_knitted,Regular,12,2,12,0,14,2,14,0
3112310,ladies' HOUSE,coats,Regular,5,2,4,1,8,2,6,2
3112310,ladies' HOUSE,dresses_knitted,Regular,7,1,0,5,7,1,0,5
3112310,ladies' HOUSE,dresses_woven,Regular,1,3,1,0,2,2,2,0
3112310,ladies' HOUSE,jackets,Regular,6,2,6,0,6,2,6,0
3112310,ladies' HOUSE,jeans_trousers,Regular,45,7,36,6,51,7,42,7
3112310,ladies' HOUSE,jogging_tops,Regular,35,5,35,0,42,5,39,3
3112310,ladies' HOUSE,outer_jackets,Regular,19,5,17,2,27,8,25,2
3112310,ladies' HOUSE,polar_fleecy,Regular,0,0,0,0,2,0,2,0
3112310,ladies' HOUSE,shirts_l_s,Regular,8,0,8,0,8,0,8,0
3112310,ladies' HOUSE,shirts_s_s,Regular,4,1,4,0,4,1,4,0
3112310,ladies' HOUSE,shorts,Regular,2,0,1,1,1,0,1,0
3112310,ladies' HOUSE,skirts,Regular,15,1,14,1,15,0,14,1
3112310,ladies' HOUSE,sweaters,Regular,20,5,18,2,32,4,28,3
3112310,ladies' HOUSE,t-shirts_l_s,Regular,23,3,23,0,33,2,32,1
3112310,ladies' HOUSE,t-shirts_s_s,Regular,73,11,71,2,82,14,75,5
3112310,ladies' HOUSE,t-shirts_sleeveless,Regular,4,1,4,0,2,1,2,0
3112310,ladies' HOUSE,trousers,Regular,35,5,26,9,35,6,27,7
3112310,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112310,men's HOUSE,jackets,Regular,4,1,1,3,5,1,2,3
3112310,men's HOUSE,jeans_jacket,Regular,1,0,1,0,1,1,1,0
3112310,men's HOUSE,jeans_shorts,Regular,9,5,8,0,7,7,5,2
3112310,men's HOUSE,jeans_trousers,Regular,38,10,33,5,45,12,37,8
3112310,men's HOUSE,jogging_tops,Regular,56,6,53,3,60,9,53,7
3112310,men's HOUSE,outer_jackets,Regular,22,6,19,3,22,7,18,4
3112310,men's HOUSE,polos,Regular,5,0,5,0,3,2,3,0
3112310,men's HOUSE,shirts_l_s,Regular,16,3,15,1,19,3,18,1
3112310,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112310,men's HOUSE,shorts,Regular,2,0,1,1,2,0,0,2
3112310,men's HOUSE,shorts_knitted,Regular,3,0,2,1,3,0,2,1
3112310,men's HOUSE,sweaters,Regular,3,0,3,0,4,2,4,0
3112310,men's HOUSE,t-shirts_l_s,Regular,5,1,5,0,8,1,7,0
3112310,men's HOUSE,t-shirts_s_s,Regular,83,7,83,0,96,7,83,8
3112310,men's HOUSE,t-shirts_s_s_lic,Regular,16,6,16,0,23,8,23,0
3112310,men's HOUSE,trousers,Regular,20,4,17,3,23,6,16,5
3112310,men's HOUSE,trousers_knitted,Regular,12,3,10,2,14,3,10,3
3112311,ladies' HOUSE,coats,Regular,4,1,4,0,6,2,6,0
3112311,ladies' HOUSE,dresses_knitted,Regular,10,1,7,3,10,0,4,6
3112311,ladies' HOUSE,dresses_woven,Regular,10,0,4,6,10,0,2,8
3112311,ladies' HOUSE,jackets,Regular,6,1,6,0,6,1,6,0
3112311,ladies' HOUSE,jeans_shorts,Regular,2,1,2,0,0,1,0,0
3112311,ladies' HOUSE,jeans_trousers,Regular,51,6,47,4,56,7,50,6
3112311,ladies' HOUSE,jogging_tops,Regular,37,2,36,1,44,2,42,2
3112311,ladies' HOUSE,outer_jackets,Regular,19,2,12,3,24,4,17,3
3112311,ladies' HOUSE,shirts_l_s,Regular,10,0,8,2,10,0,7,3
3112311,ladies' HOUSE,shirts_s_s,Regular,8,0,3,5,8,0,2,6
3112311,ladies' HOUSE,shorts,Regular,2,0,2,0,1,0,1,0
3112311,ladies' HOUSE,skirts,Regular,19,3,13,6,19,2,14,5
3112311,ladies' HOUSE,sweaters,Regular,28,1,22,6,37,1,30,7
3112311,ladies' HOUSE,t-shirts_l_s,Regular,31,0,29,2,38,2,34,4
3112311,ladies' HOUSE,t-shirts_s_s,Regular,74,14,65,9,90,9,74,15
3112311,ladies' HOUSE,t-shirts_sleeveless,Regular,3,3,3,0,3,3,3,0
3112311,ladies' HOUSE,trousers,Regular,44,2,36,8,44,2,34,10
3112311,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112311,men's HOUSE,jackets,Regular,6,0,3,3,7,0,4,3
3112311,men's HOUSE,jeans_jacket,Regular,3,0,3,0,3,0,3,0
3112311,men's HOUSE,jeans_shorts,Regular,12,3,6,6,10,5,5,5
3112311,men's HOUSE,jeans_trousers,Regular,56,5,50,5,63,7,51,10
3112311,men's HOUSE,jogging_tops,Regular,60,7,46,14,63,10,48,15
3112311,men's HOUSE,outer_jackets,Regular,31,1,27,4,31,1,27,4
3112311,men's HOUSE,polos,Regular,5,1,1,4,5,1,0,5
3112311,men's HOUSE,shirts_l_s,Regular,17,1,12,5,19,1,14,5
3112311,men's HOUSE,shorts,Regular,3,0,0,3,3,0,0,3
3112311,men's HOUSE,shorts_knitted,Regular,5,0,0,5,5,0,0,5
3112311,men's HOUSE,sweaters,Regular,7,0,7,0,9,0,8,1
3112311,men's HOUSE,t-shirts_l_s,Regular,12,2,8,4,14,2,10,4
3112311,men's HOUSE,t-shirts_s_s,Regular,82,9,59,23,102,7,71,29
3112311,men's HOUSE,t-shirts_s_s_lic,Regular,21,3,18,3,30,3,19,11
3112311,men's HOUSE,trousers,Regular,19,4,15,4,23,4,19,4
3112311,men's HOUSE,trousers_knitted,Regular,13,1,10,2,16,0,11,3
3112312,ladies' HOUSE,coats,Regular,4,2,4,0,5,4,5,0
3112312,ladies' HOUSE,dresses_knitted,Regular,10,1,3,6,12,0,4,8
3112312,ladies' HOUSE,dresses_woven,Regular,7,1,6,1,8,0,2,6
3112312,ladies' HOUSE,jackets,Regular,6,1,6,0,6,1,6,0
3112312,ladies' HOUSE,jeans_shorts,Regular,5,0,1,1,3,0,0,2
3112312,ladies' HOUSE,jeans_trousers,Regular,48,11,42,5,57,9,52,5
3112312,ladies' HOUSE,jogging_tops,Regular,37,2,36,1,44,3,41,3
3112312,ladies' HOUSE,outer_jackets,Regular,21,6,17,4,30,5,25,4
3112312,ladies' HOUSE,polar_fleecy,Regular,0,0,0,0,2,0,2,0
3112312,ladies' HOUSE,shirts_l_s,Regular,10,0,10,0,10,0,9,1
3112312,ladies' HOUSE,shirts_s_s,Regular,8,0,7,1,8,0,4,3
3112312,ladies' HOUSE,shorts,Regular,2,0,1,1,1,0,1,0
3112312,ladies' HOUSE,skirts,Regular,18,2,11,7,17,2,7,9
3112312,ladies' HOUSE,sweaters,Regular,24,4,19,5,37,8,29,8
3112312,ladies' HOUSE,t-shirts_l_s,Regular,30,1,24,4,39,1,30,9
3112312,ladies' HOUSE,t-shirts_s_s,Regular,83,9,60,22,96,9,67,27
3112312,ladies' HOUSE,t-shirts_sleeveless,Regular,5,0,5,0,3,0,2,1
3112312,ladies' HOUSE,trousers,Regular,42,6,34,7,43,5,30,13
3112312,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112312,men's HOUSE,jackets,Regular,4,1,3,1,4,2,3,1
3112312,men's HOUSE,jeans_jacket,Regular,3,0,3,0,3,0,2,1
3112312,men's HOUSE,jeans_shorts,Regular,12,3,12,0,9,6,8,1
3112312,men's HOUSE,jeans_trousers,Regular,51,5,48,3,55,8,51,3
3112312,men's HOUSE,jogging_tops,Regular,59,9,56,3,64,8,50,14
3112312,men's HOUSE,outer_jackets,Regular,29,2,29,0,28,7,26,2
3112312,men's HOUSE,polos,Regular,4,3,2,2,4,3,1,3
3112312,men's HOUSE,shirts_l_s,Regular,17,3,14,3,19,4,10,9
3112312,men's HOUSE,shirts_s_s,Regular,1,0,1,0,1,0,1,0
3112312,men's HOUSE,shorts,Regular,3,1,3,0,3,1,2,1
3112312,men's HOUSE,shorts_knitted,Regular,5,0,3,2,5,0,2,3
3112312,men's HOUSE,sweaters,Regular,8,0,7,1,9,2,8,1
3112312,men's HOUSE,t-shirts_l_s,Regular,10,3,10,0,13,2,9,4
3112312,men's HOUSE,t-shirts_s_s,Regular,83,7,62,18,95,8,66,28
3112312,men's HOUSE,t-shirts_s_s_lic,Regular,21,5,18,3,29,5,24,5
3112312,men's HOUSE,trousers,Regular,17,9,14,3,21,9,17,3
3112312,men's HOUSE,trousers_knitted,Regular,16,1,15,0,17,2,10,5
3112314,ladies' HOUSE,coats,Regular,4,1,4,0,6,3,6,0
3112314,ladies' HOUSE,dresses_knitted,Regular,7,1,7,0,9,1,8,1
3112314,ladies' HOUSE,dresses_woven,Regular,6,1,6,0,6,1,5,1
3112314,ladies' HOUSE,jackets,Regular,7,1,6,1,7,1,6,1
3112314,ladies' HOUSE,jeans_shorts,Regular,2,1,2,0,0,1,0,0
3112314,ladies' HOUSE,jeans_trousers,Regular,47,7,38,8,54,6,41,10
3112314,ladies' HOUSE,jogging_tops,Regular,35,5,33,2,44,3,42,2
3112314,ladies' HOUSE,outer_jackets,Regular,19,1,14,5,26,2,21,5
3112314,ladies' HOUSE,polar_fleecy,Regular,0,0,0,0,2,0,2,0
3112314,ladies' HOUSE,shirts_l_s,Regular,9,0,9,0,9,0,9,0
3112314,ladies' HOUSE,shirts_s_s,Regular,8,0,8,0,8,0,6,1
3112314,ladies' HOUSE,shorts,Regular,2,0,2,0,1,0,1,0
3112314,ladies' HOUSE,skirts,Regular,20,1,17,2,19,0,12,6
3112314,ladies' HOUSE,sweaters,Regular,23,1,19,2,33,1,29,3
3112314,ladies' HOUSE,t-shirts_l_s,Regular,30,0,30,0,39,1,36,3
3112314,ladies' HOUSE,t-shirts_s_s,Regular,71,9,66,5,83,9,71,12
3112314,ladies' HOUSE,t-shirts_sleeveless,Regular,5,1,2,2,3,1,0,2
3112314,ladies' HOUSE,trousers,Regular,40,4,29,10,42,3,30,10
3112314,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112314,men's HOUSE,jackets,Regular,3,1,0,2,3,1,1,2
3112314,men's HOUSE,jeans_shorts,Regular,7,4,7,0,4,6,4,0
3112314,men's HOUSE,jeans_trousers,Regular,34,9,30,3,42,12,35,6
3112314,men's HOUSE,jogging_tops,Regular,53,3,51,1,57,4,47,9
3112314,men's HOUSE,outer_jackets,Regular,27,1,20,6,27,2,22,4
3112314,men's HOUSE,polos,Regular,3,2,2,1,3,2,2,1
3112314,men's HOUSE,shirts_l_s,Regular,14,3,13,0,16,2,15,0
3112314,men's HOUSE,shorts,Regular,3,1,3,0,3,1,2,0
3112314,men's HOUSE,shorts_knitted,Regular,3,0,3,0,2,1,2,0
3112314,men's HOUSE,sweaters,Regular,2,0,2,0,2,1,2,0
3112314,men's HOUSE,t-shirts_l_s,Regular,9,1,9,0,12,1,11,0
3112314,men's HOUSE,t-shirts_s_s,Regular,80,7,72,6,91,13,75,14
3112314,men's HOUSE,t-shirts_s_s_lic,Regular,20,4,20,0,28,5,28,0
3112314,men's HOUSE,trousers,Regular,16,5,12,2,20,5,14,3
3112314,men's HOUSE,trousers_knitted,Regular,15,1,13,2,16,3,13,2
3112315,ladies' HOUSE,coats,Regular,4,2,3,0,6,3,3,0
3112315,ladies' HOUSE,dresses_knitted,Regular,10,2,10,0,11,1,11,0
3112315,ladies' HOUSE,dresses_woven,Regular,11,1,10,0,11,1,10,1
3112315,ladies' HOUSE,jackets,Regular,6,1,6,0,6,1,6,0
3112315,ladies' HOUSE,jeans_shorts,Regular,4,1,4,0,2,1,2,0
3112315,ladies' HOUSE,jeans_trousers,Regular,56,10,50,4,63,10,56,4
3112315,ladies' HOUSE,jogging_tops,Regular,36,2,36,0,44,1,44,0
3112315,ladies' HOUSE,outer_jackets,Regular,22,4,10,9,29,4,17,9
3112315,ladies' HOUSE,polar_fleecy,Regular,1,0,0,0,3,0,1,0
3112315,ladies' HOUSE,shirts_l_s,Regular,13,0,13,0,13,0,13,0
3112315,ladies' HOUSE,shirts_s_s,Regular,10,0,10,0,11,0,11,0
3112315,ladies' HOUSE,shorts,Regular,2,0,2,0,1,0,1,0
3112315,ladies' HOUSE,skirts,Regular,25,2,25,0,23,2,22,1
3112315,ladies' HOUSE,sweaters,Regular,27,3,26,1,39,4,37,2
3112315,ladies' HOUSE,t-shirts_l_s,Regular,32,0,32,0,41,1,41,0
3112315,ladies' HOUSE,t-shirts_s_s,Regular,89,12,83,3,97,16,90,5
3112315,ladies' HOUSE,t-shirts_sleeveless,Regular,5,0,5,0,5,0,5,0
3112315,ladies' HOUSE,trousers,Regular,47,3,39,6,45,5,37,7
3112315,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112315,men's HOUSE,jackets,Regular,4,2,2,2,5,2,3,2
3112315,men's HOUSE,jeans_jacket,Regular,1,0,1,0,1,0,1,0
3112315,men's HOUSE,jeans_shorts,Regular,3,9,3,0,3,8,3,0
3112315,men's HOUSE,jeans_trousers,Regular,50,8,42,8,55,11,46,9
3112315,men's HOUSE,jogging_tops,Regular,59,4,55,2,64,6,59,3
3112315,men's HOUSE,outer_jackets,Regular,29,3,20,8,29,3,20,8
3112315,men's HOUSE,polos,Regular,3,2,3,0,3,1,2,1
3112315,men's HOUSE,shirts_l_s,Regular,18,4,17,1,20,4,15,4
3112315,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112315,men's HOUSE,shorts,Regular,2,2,2,0,2,2,2,0
3112315,men's HOUSE,shorts_knitted,Regular,3,0,3,0,3,0,2,1
3112315,men's HOUSE,sweaters,Regular,8,0,8,0,9,1,8,1
3112315,men's HOUSE,t-shirts_l_s,Regular,12,0,9,3,14,0,11,3
3112315,men's HOUSE,t-shirts_s_s,Regular,88,6,87,0,101,8,96,3
3112315,men's HOUSE,t-shirts_s_s_lic,Regular,21,4,20,1,30,5,26,4
3112315,men's HOUSE,trousers,Regular,21,5,16,5,25,5,20,5
3112315,men's HOUSE,trousers_knitted,Regular,16,2,13,0,17,3,14,0
3112316,ladies' HOUSE,coats,Regular,4,1,4,0,6,1,6,0
3112316,ladies' HOUSE,dresses_knitted,Regular,11,1,10,1,12,0,8,3
3112316,ladies' HOUSE,dresses_woven,Regular,9,2,8,1,11,1,8,3
3112316,ladies' HOUSE,jackets,Regular,6,0,6,0,6,0,6,0
3112316,ladies' HOUSE,jeans_shorts,Regular,4,1,4,0,2,1,1,1
3112316,ladies' HOUSE,jeans_trousers,Regular,49,10,38,8,57,9,44,10
3112316,ladies' HOUSE,jogging_tops,Regular,35,5,34,1,43,4,42,1
3112316,ladies' HOUSE,outer_jackets,Regular,19,2,12,6,25,3,18,6
3112316,ladies' HOUSE,polar_fleecy,Regular,1,0,1,0,3,0,3,0
3112316,ladies' HOUSE,shirts_l_s,Regular,12,1,12,0,13,0,9,4
3112316,ladies' HOUSE,shirts_s_s,Regular,10,0,9,1,9,1,5,4
3112316,ladies' HOUSE,shorts,Regular,2,0,1,1,1,0,1,0
3112316,ladies' HOUSE,skirts,Regular,20,1,19,1,20,1,19,1
3112316,ladies' HOUSE,sweaters,Regular,27,1,23,4,37,3,33,4
3112316,ladies' HOUSE,t-shirts_l_s,Regular,30,1,30,0,38,2,34,4
3112316,ladies' HOUSE,t-shirts_s_s,Regular,76,17,72,4,86,18,77,8
3112316,ladies' HOUSE,t-shirts_sleeveless,Regular,5,1,5,0,5,1,5,0
3112316,ladies' HOUSE,trousers,Regular,37,6,30,6,40,3,32,8
3112316,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112316,men's HOUSE,jackets,Regular,4,2,2,2,5,2,2,3
3112316,men's HOUSE,jeans_jacket,Regular,1,1,1,0,1,1,1,0
3112316,men's HOUSE,jeans_shorts,Regular,6,4,6,0,5,5,5,0
3112316,men's HOUSE,jeans_trousers,Regular,59,12,43,15,58,10,44,12
3112316,men's HOUSE,jogging_tops,Regular,56,6,50,6,63,5,53,10
3112316,men's HOUSE,outer_jackets,Regular,30,3,25,5,30,3,24,5
3112316,men's HOUSE,polos,Regular,3,2,3,0,3,2,0,3
3112316,men's HOUSE,shirts_l_s,Regular,17,3,16,1,20,3,15,3
3112316,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,1,0
3112316,men's HOUSE,shorts,Regular,3,2,3,0,3,2,3,0
3112316,men's HOUSE,shorts_knitted,Regular,7,0,5,0,6,1,3,1
3112316,men's HOUSE,sweaters,Regular,7,0,6,1,6,1,6,0
3112316,men's HOUSE,t-shirts_l_s,Regular,5,2,2,3,7,2,4,3
3112316,men's HOUSE,t-shirts_s_s,Regular,76,10,76,0,90,8,86,3
3112316,men's HOUSE,t-shirts_s_s_lic,Regular,13,8,13,0,20,9,18,1
3112316,men's HOUSE,trousers,Regular,30,7,18,11,34,7,18,14
3112316,men's HOUSE,trousers_knitted,Regular,15,1,12,2,17,1,12,3
3112317,ladies' HOUSE,coats,Regular,4,0,4,0,5,2,3,2
3112317,ladies' HOUSE,dresses_knitted,Regular,9,1,3,6,10,0,2,8
3112317,ladies' HOUSE,dresses_woven,Regular,8,1,8,0,8,2,4,4
3112317,ladies' HOUSE,jackets,Regular,7,0,5,2,7,0,4,3
3112317,ladies' HOUSE,jeans_shorts,Regular,2,1,2,0,0,1,0,0
3112317,ladies' HOUSE,jeans_trousers,Regular,53,8,43,9,59,9,47,12
3112317,ladies' HOUSE,jogging_tops,Regular,38,1,37,0,44,2,40,2
3112317,ladies' HOUSE,outer_jackets,Regular,21,3,10,10,27,5,16,7
3112317,ladies' HOUSE,polar_fleecy,Regular,1,0,1,0,3,0,3,0
3112317,ladies' HOUSE,shirts_l_s,Regular,13,0,12,1,13,0,9,4
3112317,ladies' HOUSE,shirts_s_s,Regular,8,0,8,0,8,0,2,5
3112317,ladies' HOUSE,shorts,Regular,2,0,1,1,1,0,1,0
3112317,ladies' HOUSE,skirts,Regular,16,2,12,2,14,3,7,6
3112317,ladies' HOUSE,sweaters,Regular,26,2,22,4,35,4,28,7
3112317,ladies' HOUSE,t-shirts_l_s,Regular,33,2,32,1,41,2,35,6
3112317,ladies' HOUSE,t-shirts_s_s,Regular,81,14,69,11,91,17,64,26
3112317,ladies' HOUSE,t-shirts_sleeveless,Regular,4,1,4,0,3,1,1,2
3112317,ladies' HOUSE,trousers,Regular,50,4,38,12,51,3,33,18
3112317,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112317,men's HOUSE,jackets,Regular,3,4,3,0,4,4,3,1
3112317,men's HOUSE,jeans_jacket,Regular,1,0,0,1,1,0,0,1
3112317,men's HOUSE,jeans_shorts,Regular,7,2,7,0,5,4,4,1
3112317,men's HOUSE,jeans_trousers,Regular,51,4,39,11,57,8,42,14
3112317,men's HOUSE,jogging_tops,Regular,58,7,56,1,64,7,48,15
3112317,men's HOUSE,outer_jackets,Regular,33,0,20,13,32,1,15,16
3112317,men's HOUSE,polos,Regular,3,2,3,0,3,2,1,2
3112317,men's HOUSE,shirts_l_s,Regular,17,2,12,5,20,1,12,8
3112317,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112317,men's HOUSE,shorts,Regular,5,1,4,0,5,1,3,2
3112317,men's HOUSE,shorts_knitted,Regular,2,0,0,2,2,0,0,2
3112317,men's HOUSE,sweaters,Regular,10,0,9,1,11,0,9,2
3112317,men's HOUSE,t-shirts_l_s,Regular,10,1,9,1,13,1,9,4
3112317,men's HOUSE,t-shirts_s_s,Regular,88,11,79,8,100,14,79,21
3112317,men's HOUSE,t-shirts_s_s_lic,Regular,18,3,15,3,26,5,19,7
3112317,men's HOUSE,trousers,Regular,29,5,17,12,33,6,20,13
3112317,men's HOUSE,trousers_knitted,Regular,16,3,9,7,19,3,10,8
3112319,ladies' HOUSE,coats,Regular,6,1,4,2,6,1,3,3
3112319,ladies' HOUSE,dresses_knitted,Regular,7,3,5,2,8,0,2,5
3112319,ladies' HOUSE,dresses_woven,Regular,1,1,1,0,2,1,2,0
3112319,ladies' HOUSE,jackets,Regular,5,0,5,0,5,0,5,0
3112319,ladies' HOUSE,jeans_shorts,Regular,3,0,3,0,1,0,1,0
3112319,ladies' HOUSE,jeans_trousers,Regular,37,10,27,8,48,9,37,9
3112319,ladies' HOUSE,jogging_tops,Regular,36,1,33,3,44,0,42,2
3112319,ladies' HOUSE,outer_jackets,Regular,16,7,12,4,20,7,16,4
3112319,ladies' HOUSE,shirts_l_s,Regular,8,1,8,0,8,1,6,2
3112319,ladies' HOUSE,shirts_s_s,Regular,7,0,6,0,7,0,6,1
3112319,ladies' HOUSE,skirts,Regular,16,3,16,0,16,1,11,2
3112319,ladies' HOUSE,sweaters,Regular,17,4,13,4,32,1,28,4
3112319,ladies' HOUSE,t-shirts_l_s,Regular,23,1,23,0,30,2,30,0
3112319,ladies' HOUSE,t-shirts_s_s,Regular,57,14,53,3,80,10,66,9
3112319,ladies' HOUSE,t-shirts_sleeveless,Regular,3,3,3,0,4,1,3,0
3112319,ladies' HOUSE,trousers,Regular,37,2,24,12,37,2,22,14
3112319,men's HOUSE,coats,Regular,0,0,0,0,0,1,0,0
3112319,men's HOUSE,jackets,Regular,5,3,4,1,6,3,4,2
3112319,men's HOUSE,jeans_jacket,Regular,3,0,3,0,3,0,3,0
3112319,men's HOUSE,jeans_shorts,Regular,11,4,10,1,9,6,4,4
3112319,men's HOUSE,jeans_trousers,Regular,56,15,44,10,65,16,52,12
3112319,men's HOUSE,jogging_tops,Regular,62,7,43,17,66,9,38,26
3112319,men's HOUSE,outer_jackets,Regular,35,13,23,12,36,13,24,12
3112319,men's HOUSE,polos,Regular,5,1,5,0,5,1,0,3
3112319,men's HOUSE,shirts_l_s,Regular,17,4,12,5,21,3,10,10
3112319,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112319,men's HOUSE,shorts,Regular,4,0,4,0,4,0,1,3
3112319,men's HOUSE,shorts_knitted,Regular,5,2,3,1,6,1,4,2
3112319,men's HOUSE,sweaters,Regular,8,1,8,0,11,0,10,1
3112319,men's HOUSE,t-shirts_l_s,Regular,10,3,8,2,15,2,10,5
3112319,men's HOUSE,t-shirts_s_s,Regular,81,7,54,21,97,7,55,36
3112319,men's HOUSE,t-shirts_s_s_lic,Regular,27,1,26,1,38,2,22,14
3112319,men's HOUSE,trousers,Regular,27,15,16,11,32,9,20,11
3112319,men's HOUSE,trousers_knitted,Regular,16,3,9,6,17,3,10,7
3112320,ladies' HOUSE,coats,Regular,3,2,3,0,6,2,4,2
3112320,ladies' HOUSE,dresses_knitted,Regular,10,0,5,5,12,0,4,8
3112320,ladies' HOUSE,jackets,Regular,4,1,4,0,5,1,3,2
3112320,ladies' HOUSE,jeans_shorts,Regular,2,1,1,1,0,1,0,0
3112320,ladies' HOUSE,jeans_trousers,Regular,47,7,40,6,54,6,44,7
3112320,ladies' HOUSE,jogging_tops,Regular,36,1,30,5,43,1,32,10
3112320,ladies' HOUSE,outer_jackets,Regular,17,5,14,2,26,7,14,12
3112320,ladies' HOUSE,shirts_l_s,Regular,11,1,10,1,11,1,9,2
3112320,ladies' HOUSE,shirts_s_s,Regular,8,0,3,5,8,0,1,6
3112320,ladies' HOUSE,shorts,Regular,2,0,1,1,1,0,1,0
3112320,ladies' HOUSE,skirts,Regular,14,3,8,4,14,0,8,4
3112320,ladies' HOUSE,sweaters,Regular,28,2,24,4,37,4,33,4
3112320,ladies' HOUSE,t-shirts_l_s,Regular,25,4,21,4,32,4,24,7
3112320,ladies' HOUSE,t-shirts_s_s,Regular,74,15,52,22,85,15,61,22
3112320,ladies' HOUSE,t-shirts_sleeveless,Regular,5,0,4,1,3,0,2,1
3112320,ladies' HOUSE,trousers,Regular,35,7,19,16,36,5,19,17
3112320,men's HOUSE,coats,Regular,0,0,0,0,0,3,0,0
3112320,men's HOUSE,jackets,Regular,2,1,1,1,3,1,1,2
3112320,men's HOUSE,jeans_shorts,Regular,4,5,4,0,3,5,3,0
3112320,men's HOUSE,jeans_trousers,Regular,37,11,32,5,44,16,32,11
3112320,men's HOUSE,jogging_tops,Regular,54,5,45,8,58,6,44,13
3112320,men's HOUSE,outer_jackets,Regular,26,3,16,10,26,3,15,10
3112320,men's HOUSE,polos,Regular,1,4,1,0,1,4,1,0
3112320,men's HOUSE,shirts_l_s,Regular,16,0,12,4,18,1,12,6
3112320,men's HOUSE,shorts,Regular,2,2,1,1,2,2,1,1
3112320,men's HOUSE,shorts_knitted,Regular,3,1,3,0,3,1,3,0
3112320,men's HOUSE,sweaters,Regular,3,0,3,0,3,1,3,0
3112320,men's HOUSE,t-shirts_l_s,Regular,8,2,7,1,11,2,7,4
3112320,men's HOUSE,t-shirts_s_s,Regular,83,7,75,8,98,6,75,23
3112320,men's HOUSE,t-shirts_s_s_lic,Regular,20,3,16,3,27,5,20,6
3112320,men's HOUSE,trousers,Regular,11,6,7,4,15,6,5,10
3112320,men's HOUSE,trousers_knitted,Regular,11,3,8,2,13,3,10,2
3112321,ladies' HOUSE,coats,Regular,6,1,2,4,6,3,2,4
3112321,ladies' HOUSE,dresses_knitted,Regular,8,2,7,1,9,2,6,3
3112321,ladies' HOUSE,dresses_woven,Regular,4,1,3,0,3,2,2,1
3112321,ladies' HOUSE,jackets,Regular,6,1,5,1,6,1,5,1
3112321,ladies' HOUSE,jeans_shorts,Regular,4,1,4,0,2,1,2,0
